Deal ID	Companies	Year Founded	Employees	Raised to Date	Announced Date	All Industries	Primary Industry Sector	Primary Industry Group	New Investors	Implied EV	Keywords	Verticals	Deal Size	Post Valuation	EBITDA	Valuation/EBITDA	Revenue	Valuation/Revenue	Net Income	Deal Date	Deal Type	Investors	Primary Industry Code	HQ Location	View Company Online
186162-22T	Talis Clinical	2012	57			Outcome Management (Healthcare)*	Healthcare	Healthcare Technology Systems		92.58	"clinical guidance, clinical guidance provider, clinical guidance software, enterprise resource planning, erp, medical device integration, patient data management, patient monitoring"	"HealthTech, SaaS, TMT"	92.58	92.58			4.66	19.88		23-Dec-2021	Merger/Acquisition	Getinge (STO: GETI B)(Jens Viebke)	Outcome Management (Healthcare)	"Streetsboro, OH"	
159735-34T	Talkspace (NAS: TALK)	2011		109.55	13-Jan-2021	"Clinics/Outpatient Services*, Other Healthcare Services, Other Healthcare Technology Systems"	Healthcare	Healthcare Services	Hudson Executive Investment		"behavioral health, enterprise resource planning, erp, group conversation, human capital management, online counseling, online counseling platform, psychotherapy counseling, psychotherapy platform, telatherapy, telehealth, virtual therapy"	"HealthTech, Mobile"	414	1582			92.23	17.15	-27.21	23-Jun-2021	Reverse Merger	Hudson Executive Investment(Douglas Braunstein)	Clinics/Outpatient Services	"New York, NY"	
206597-80T	Tallo	2012		22.63		"Business/Productivity Software, Information Services (B2C)*, Media and Information Services (B2B)"	Consumer Products and Services (B2C)	Media		1	"educational platform, head hunting, jobs search, online recruitment portal, recruitment platform, workforce data"	"HR Tech, Mobile"	1	1						08-Jul-2022	Merger/Acquisition	Stride (Educational Software) (NYS: LRN)	Information Services (B2C)	"Reston, VA"	
328777-12T	Talon.One	2015		140.41	27-Apr-2026	"Business/Productivity Software*, Media and Information Services (B2B)"	Information Technology	Software		862.56	"coupons marketing, customer engagement, flexible integration, loyalty program, productivity software, promotion engine, promotion software, promotional campaign"	"AdTech, Marketing Tech, SaaS"	862.56	862.56						01-Jul-2026	Merger/Acquisition	Adyen (AMS: ADYEN)(Ingo Jeroen Uytdehaage)	Business/Productivity Software	"Berlin, Germany"	
179781-40T	Talos (Software Development Applications)	2000	175			Software Development Applications*	Information Technology	Software		28.1	"crm, customer relationship management, digital product designer, digital product developer, digital product maker, digital product research, digital production agency, digital production tool, mobile application, mobile application technology, mobile application tool"	"Mobile, TMT"	28.1	28.1						08-Sep-2021	Merger/Acquisition	Perficient(Jeffrey Davis)	Software Development Applications	"Miami, FL"	
234028-27T	Tan Delta Systems (LON: TAND)	2007		9.12	11-Aug-2023	"Business/Productivity Software, Electronic Equipment and Instruments*, Other Hardware"	Information Technology	Computer Hardware			"hydraulic machine, oil analysis service, oil condition monitoring, oil conditioning and monitoring, oil quality, sensor motor"	Manufacturing	8.4	24.34	0.01	2195.77	2.3	10.57	-0.04	18-Aug-2023	IPO		Electronic Equipment and Instruments	"Sheffield, United Kingdom"	
183590-65T	Tango Health	2008	36	11.3		Enterprise Systems (Healthcare)*	Healthcare	Healthcare Technology Systems		28.47	"affordable care, affordable care act, business service, employer-sponsored healthcare, enterprise resource planning, erp, health savings account, healthcare planning, human capital management, information technology"	"HealthTech, Industrials, TMT"	28.47	28.47						19-Nov-2021	Merger/Acquisition	Benefitfocus(Matthew Levin)	Enterprise Systems (Healthcare)	"Austin, TX"	
170376-76T	Tango Therapeutics (NAS: TNGX)	2017		351	14-Apr-2021	"Biotechnology, Drug Discovery*"	Healthcare	Pharmaceuticals and Biotechnology	BCTG Acquisition		"cancer care, cancer therapeutics, cancer treatment, cancer treatment therapy, chemistry, oncology care, small molecule, targeted therapeutic, targeted therapy"	"Life Sciences, Oncology"	156	875			22.42	39.03	-52.27	11-Aug-2021	Reverse Merger	BCTG Acquisition(Aaron Davis)	Drug Discovery	"Boston, MA"	
207294-31T	Tap (Financial Software) (LON: TAP)	2018			01-Nov-2022	"Application Software, Financial Software*, Other Financial Services"	Information Technology	Software	Quetzal Capital		"crypto application, crypto platform, crypto wallets, cryptocurrency trading platform, cryptocurrency transactions, digital currency account, digital currency application, digital currency trading, fintech, fintech saas, saas"	"Cryptocurrency/Blockchain, FinTech, Mobile"	24.84		-0.94		2.42		-1.29	10-Jan-2023	Reverse Merger	Quetzal Capital	Financial Software	"Gibraltar, Gibraltar"	
181723-06T	Tapjoy	2007		137.97	14-Oct-2021	"Business/Productivity Software*, Media and Information Services (B2B)"	Information Technology	Software		400	"advertising technology, customer relationship management, gaming monetization, marketing automation platform, mobile advertising, mobile monetization, monetization software"	"AdTech, Big Data, Marketing Tech, Mobile"	400	400			81	4.94		10-Jan-2022	Merger/Acquisition	ironSource(Tomer Bar-Zeev)	Business/Productivity Software	"San Francisco, CA"	
191718-37T	Tapkit (Business/Productivity Software)	2019		0.43		"Business/Productivity Software*, Media and Information Services (B2B)"	Information Technology	Software		2.3	"data capture, feedback platform, feedback portal, feedback tool, research experience, survey app"	Marketing Tech	2.3	2.3						06-Apr-2022	Merger/Acquisition	Noissue(Joshua Bowden)	Business/Productivity Software	"London, United Kingdom"	
241440-22T	Tapp Water	2016		5.92		"Household Appliances*, Water Utilities"	Consumer Products and Services (B2C)	Consumer Durables		12.92	"filtered water system, iot hardware, sensors & sensor system, sensors and sensor system, taps water filter, water filter device, water filter product, water filter system, water purification tools"	"CleanTech, Internet of Things, Mobile"	12.98	12.98	-1.06	-12.23	2.09	6.2	-1.06	13-Sep-2023	Merger/Acquisition	The Bluewater(Bengt Rittri)	Household Appliances	"Barcelona, Spain"	
214672-42T	Tappit	2018		0.37		"Financial Software, Other Financial Services*"	Financial Services	Other Financial Services		4.24	"cashless payment, cashless payment platform, cashless payment solutions, cashless payment system, enterprise payment, live experience, payment platform app, payment platform software"	"FinTech, Mobile"	4.24	4.24						20-Jan-2023	Merger/Acquisition	Tap Holdco	Other Financial Services	"Leeds, United Kingdom"	
210953-80T	TargetSpot	2007				"Broadcasting, Radio and Television, Media and Information Services (B2B)*, Social/Platform Software"	Business Products and Services (B2B)	Commercial Services		7.34	"advertising network, crm, customer relationship management, digital audio, internet radio, online advertisement, podcast, radio advertisement"	"AdTech, AudioTech"	7.55	7.55	-0.61	-12.36			-0.93	21-Nov-2022	Merger/Acquisition	Azerion Group (AMS: AZRN)(Atilla Aytekin)	Media and Information Services (B2B)	"Auderghem, Belgium"	
287775-37T	Tastemade	2012		130.95		"Broadcasting, Radio and Television*, Information Services (B2C)"	Consumer Products and Services (B2C)	Media		90	"advertising platform, digital media, discovery & review, discovery and review, kitchen enablement software, media platform, story telling platform, streaming platform, television platform, video content, video streaming"	"AdTech, FoodTech, Mobile, TMT"	90	90						10-Mar-2025	Merger/Acquisition	"Wonder (Restaurants, Hotels and Leisure)(Marc Lore)"	"Broadcasting, Radio and Television"	"Santa Monica, CA"	
165348-46T	tastytrade	2011		51.4	21-Jan-2021	"Media and Information Services (B2B)*, Social/Platform Software"	Business Products and Services (B2B)	Commercial Services		1000	"financial broker, financial media, financial media company, financial networking, financial service, investment strategy, investment strategy firm"	"Mobile, TMT"	1000	1000			154.02	6.49		28-Jun-2021	Merger/Acquisition	IG Group Holdings (LON: IGG)(June Yee Felix)	Media and Information Services (B2B)	"Chicago, IL"	
202860-37T	Tata Harper Skincare	2010			01-Sep-2022	Personal Products*	Consumer Products and Services (B2C)	Consumer Non-Durables		128.5	"beauty product, beauty vertical, cosmetic product, skin treatment, skincare cream, skincare product, skincare product manufacturer"	"Beauty, E-Commerce, Manufacturing"	128.5	128.5					-1.39	26-Dec-2022	Merger/Acquisition	Amorepacific (KRX: 002790)(Ahn Saehong)	Personal Products	"Whiting, VT"	
281649-07T	Tavros Therapeutics	2019		10.5		"Biotechnology, Drug Discovery*, Pharmaceuticals"	Healthcare	Pharmaceuticals and Biotechnology		50.41	"drug discovery firm, oncological care, oncological drugs, oncological medicine, pharmaceutical pills, small molecule"	"HealthTech, Life Sciences, LOHAS & Wellness, Oncology"	50.41	50.41						23-Dec-2024	Merger/Acquisition	Vividion Therapeutics(Aleksandra Rizo)	Drug Discovery	"Durham, NC"	
219174-40T	TaxProper	2019		2.15		Financial Software*	Information Technology	Software		10	"property tax appeal, property tax assessment, property tax consultancy, property tax evaluation, property tax reporting, property tax service, property tax software"	"Artificial Intelligence & Machine Learning, Big Data, FinTech"	10	10						04-Nov-2022	Merger/Acquisition	Opendoor Technologies (NAS: OPEN)	Financial Software	"Chicago, IL"	
182274-04T	TC Biopharm	2014		47.38	26-Oct-2021	"Biotechnology, Drug Discovery*"	Healthcare	Pharmaceuticals and Biotechnology			"anticancer therapy, cell therapy, cell-based product, cell-based therapies, immune cells, medicine manufacturer, regenerative medicine, stratified medicine, tumor treatment"	"Life Sciences, Oncology"	17.5	119.25	-14.47	-8.24	2.72	43.83	-18.67	11-Feb-2022	IPO		Drug Discovery	"Holytown, United Kingdom"	
217250-11T	TCR2 Therapeutics	2015		508.5	05-Mar-2023	"Drug Discovery*, Pharmaceuticals"	Healthcare	Pharmaceuticals and Biotechnology	Adaptimmune Therapeutics	15.82	"cancer therapy, cell therapy, solid tumor treatment, t-cell biology, tcr engineering, therapeutics firm"	"Life Sciences, Oncology"	165	165	-150.45	-1.1	0		-151.82	06-Mar-2023	Merger/Acquisition	Adaptimmune Therapeutics (OTCM: ADAPY)	Drug Discovery	"Cambridge, MA"	
267484-78T	Teads	2006			19-Jul-2024	"Business/Productivity Software*, Media and Information Services (B2B), Multimedia and Design Software"	Information Technology	Software		900	"ad exchange, advertising services, advertising technology, digital media, outstream video, video advertising, video advertising network"	"AdTech, SaaS"	900	900						03-Feb-2025	Merger/Acquisition	Outbrain (NAS: TEAD)(David Kostman)	Business/Productivity Software	"Luxembourg, Luxembourg"	
176360-32T	Teal Drones	2014		14.29	13-Jul-2021	"Aerospace and Defense*, Electrical Equipment"	Business Products and Services (B2B)	Commercial Products		26.01	"aerial photography, aerial vehicle, autonomous machine, commercial drones, drones technology platform, intelligent robotics, uav technology, unmanned vehicles, unmanned vehicles application, unmanned vehicles systems, vehicle systems"	"Artificial Intelligence & Machine Learning, Industrials, Robotics and Drones"	26.01	26.01						31-Aug-2021	Merger/Acquisition	Red Cat Holdings (NAS: RCAT)(Jeffrey Thompson)	Aerospace and Defense	"Salt Lake City, UT"	
313151-23T	Teamshares (NAS: TMS)	2019		350.7	14-Nov-2025	"Financial Software*, Specialized Finance"	Information Technology	Software	Live Oak Acquisition		"alternative capital, brand management, business acquisition, business buy, capital market, financial services, financial services firm, leverage buyout, stock ownership"	FinTech	746	746	19	39.26	490	1.52		19-Jun-2026	Reverse Merger	Live Oak Acquisition	Financial Software	"New York, NY"	
244633-69T	Tec4med	2015		0		"Business/Productivity Software, Logistics*, Media and Information Services (B2B)"	Business Products and Services (B2B)	Commercial Services		3.17	"logistic industry, logistic supply, logistical firm, smart logistics, supply chain, track shipment"	Internet of Things	3.17	3.17						02-Nov-2023	Merger/Acquisition	CryoPort (NAS: CYRX)(Jerrell Shelton)	Logistics	"Darmstadt, Germany"	
250666-39T	Tectonic Therapeutic (NAS: TECX)	2019		80.11		"Biotechnology, Drug Discovery*"	Healthcare	Pharmaceuticals and Biotechnology	AVROBIO		"biologics, clinical biotechnology, drug research process, novel drug discovery, peptides, protein, therapeutic research service, therapeutics research, therapy research"	Life Sciences	9.19		-41.77		0		-42.82	30-Jan-2024	Reverse Merger	AVROBIO	Drug Discovery	"Watertown, MA"	
262634-41T	Tegus (Financial Software)	2017		202.71		Financial Software*	Information Technology	Software		930	"financial research platform, fintech, institutional investors, investment decision platform, primary research, qualitative data analysis, regtech, research platform, vertical application"	"Big Data, FinTech"	930	930						11-Jun-2024	Merger/Acquisition	AlphaSense(Jaakko Kokko)	Financial Software	"Chicago, IL"	
223981-03T	Tehama	2019		20		"Business/Productivity Software, Network Management Software*"	Information Technology	Software		2.05	"cloud desktop, vdi software, virtual office, virtual office tools, virtual workforce, virtual workforce planning"	"Cybersecurity, Industrials, SaaS"	2.05	2.05					-7.7	31-Mar-2023	Merger/Acquisition		Network Management Software	"Ottawa, Canada"	
175689-10T	Telensa	2005		18.57		"Fiberoptic Equipment, Other Communications and Networking*, Wireless Communications Equipment"	Information Technology	Communications and Networking		37.3	"communication sensor, control systems design, control systems design service, radio technology, ultra narrow band, wireless smart city control, wireless technology"	"Internet of Things, TMT"	37.3	37.3					-0.13	01-Jul-2021	Merger/Acquisition	Signify (Eindhoven) (AMS: LIGHT)	Other Communications and Networking	"Cambridge, United Kingdom"	
204180-58T	TeleSense	2014		17.48		"Business/Productivity Software, Electronic Equipment and Instruments*, Other Agriculture"	Information Technology	Computer Hardware		19.4	"abi custom application, agtech company, analytics platform, grain handles, grain transport, predictive analytics, supply chain management"	"AgTech, Artificial Intelligence & Machine Learning, Internet of Things, Supply Chain Tech"	19.4	19.4						31-Aug-2022	Merger/Acquisition	DECCO US Post-Harvest(Francisco Noguerón)	Electronic Equipment and Instruments	"San Jose, CA"	
173119-24T	Telesis Bio (OTCM: TBIO)	2011		176.47	28-May-2021	Discovery Tools (Healthcare)*	Healthcare	Pharmaceuticals and Biotechnology			"benchtop reagents, dna printer, gene synthesis platform, rna synthesis instruments, synthetic biology firm, synthetic biology platform, synthetic biology product"	Life Sciences	106.67	451.66	-19.38	-23.31	7.52	60.09	-21.57	18-Jun-2021	IPO		Discovery Tools (Healthcare)	"San Diego, CA"	
245407-06T	Telomir Pharmaceuticals (NAS: TELO)	2021		8	14-Nov-2023	"Biotechnology, Drug Discovery*"	Healthcare	Pharmaceuticals and Biotechnology			"drug discovery, pharmaceutical, pharmaceutical plant, stem cell, therapeutic, therapeutic treatment"	"Life Sciences, Oncology"	7	207.27	-11.43	-18.14	0		-13.07	09-Feb-2024	IPO		Drug Discovery	"Tampa, FL"	
181746-19T	Tempo Automation Holdings	2013		74.56	14-Oct-2021	"Business/Productivity Software, Electrical Equipment*"	Business Products and Services (B2B)	Commercial Products			"electronic manufacturing, electronics components manufacturer, electronics equipment, electronics equipment manufacturer, enterprise resource planning, erp, pcb developer, pcb manufacturer, printed circuit boards, processor design"	"Artificial Intelligence & Machine Learning, Big Data, Manufacturing, TMT"	230	919	-104.35	-8.81	13.15	69.87	-120.14	22-Nov-2022	Reverse Merger		Electrical Equipment	"San Francisco, CA"	
183654-82T	Tempow	2016		4.61		"Application Software*, Electronics (B2C), Entertainment Software"	Information Technology	Software		17.39	"audio streaming, audio technology, bluetooth technology, earbuds technology, music player application, wireless audio"	"AudioTech, Mobile"	17.39	17.39						01-Nov-2021	Merger/Acquisition	Alphabet (NAS: GOOGL)	Application Software	"Paris, France"	
254290-96T	Tempus AI (NAS: TEM)	2015		1833.29	12-Mar-2024	Decision/Risk Analysis*	Healthcare	Healthcare Technology Systems			"biological modeling, data analytics, data analytics app, data analytics tool, genomics test, healthcare data analytics, oncology analytics, personalized medicine, precision medicine, vertical application"	"Artificial Intelligence & Machine Learning, Big Data, HealthTech, Life Sciences, Oncology"	410.7	6098.81	-144.84	-42.11	562.02	10.85	-224.48	14-Jun-2024	IPO		Decision/Risk Analysis	"Chicago, IL"	
176224-60T	Tenaya Therapeutics (NAS: TNYA)	2016		428	07-May-2021	"Biotechnology, Drug Discovery*"	Healthcare	Pharmaceuticals and Biotechnology			"biopharmaceutical company, biopharmaceuticals, cardiac therapy, cardiovascular disease, gene delivery, gene therapy, gene therapy program, multi-modality platform, stem cell"	Life Sciences	180	589.87	-46.24	-12.76	0		-48.92	30-Jul-2021	IPO		Drug Discovery	"South San Francisco, CA"	
188973-46T	Tendeka	2009				Oil and Gas Equipment*	Energy	Energy Equipment		1622.94	"data visualisation platform, energy equipment, gas equipment, hydraulic fracturing, hydraulic work, reservoir monitoring"	"Manufacturing, Oil & Gas"	1622.94	1622.94						21-Feb-2022	Merger/Acquisition	TAQA(Ahmed Al-Zahrani)	Oil and Gas Equipment	"Westhill, United Kingdom"	
188463-97T	Tendo (Therapeutic Devices)	2016		21.73	08-Feb-2022	Therapeutic Devices*	Healthcare	Healthcare Devices and Supplies			"grip strength gloves, medical engineering, rehabilitation services, robotics gloves, robotics grip strength gloves, self-reliance empowerment"		20.64	48.14	-0.19	-249.75	0	70803.62	-0.21	06-Apr-2022	IPO		Therapeutic Devices	"Lund, Sweden"	
177262-84T	TeneoBio	2009		13.5	27-Jul-2021	"Biotechnology, Drug Discovery*"	Healthcare	Pharmaceuticals and Biotechnology		1292	"antibody, biologics, biotech company, biotech research, biotechnology platform, heavy-chain antibodies, infectious disease, next generation sequencing, therapeutic target"	"Life Sciences, Oncology"	1292	1292						19-Oct-2021	Merger/Acquisition	Amgen (NAS: AMGN)(David Reese)	Drug Discovery	"Newark, CA"	
182414-71T	Tenfold (Business/Productivity Software)	2014		52.99		Business/Productivity Software*	Information Technology	Software		126	"artificial intelligence solution, cloud computing platform, cloud computing software, contact center, crm, customer engagement service, customer experience, customer relationship management, customer service software, customer tracking software, sales engagement platform"	"Artificial Intelligence & Machine Learning, Big Data, SaaS, TMT"	126	126						25-Oct-2021	Merger/Acquisition	LivePerson (NAS: LPSN)(Robert Locascio)	Business/Productivity Software	"Austin, TX"	
183193-03T	Tenon Medical (NAS: TNON)	2012		29.25	10-Nov-2021	Surgical Devices*	Healthcare	Healthcare Devices and Supplies			"fixation system, joint fusion system, joint implant system, joint pain treatment, medical device, sacroiliitis treatment, surgical implants"	Manufacturing	16	56.18	-8.17	-6.87	0.22	260.11	-9.2	27-Apr-2022	IPO		Surgical Devices	"Los Gatos, CA"	
227346-58T	Teraimmune	2016		12.94		"Biotechnology, Drug Discovery*"	Healthcare	Pharmaceuticals and Biotechnology		9.7	"atopic dermatitis, autoimmune disease, cell therapy, hemophilia drugs, immune tolerance therapy, rare disease therapy, regulatory t-cell, stem cell, therapeutics drugs"	"HealthTech, Life Sciences, LOHAS & Wellness"	9.7	9.7						29-Jun-2023	Merger/Acquisition	Baudax Bio(Geraldine Henwood)	Drug Discovery	"Germantown, MD"	
309976-66T	TeraView (KRX: A950250)	2000		74.6	15-Oct-2025	"Electronic Equipment and Instruments*, Other Commercial Products"	Information Technology	Computer Hardware			"imaging platform, light equipment, medical imaging, semiconductor industry, semiconductors devices, terahertz imaging"	"Industrials, Manufacturing"	27.28							08-Dec-2025	IPO		Electronic Equipment and Instruments	"Cambridge, United Kingdom"	
165268-27T	Terns Pharmaceuticals	2016		324.5	15-Jan-2021	"Biotechnology*, Drug Discovery"	Healthcare	Pharmaceuticals and Biotechnology			"biopharmaceutical firm, drug discovery, liver cirrhosis medicine, liver drugs, molecule therapeutics, preclinical validation, small molecule"	"Life Sciences, Oncology"	127.5	407.52	-39.42	-10.34	0		-40.05	05-Feb-2021	IPO		Biotechnology	"Foster City, CA"	
325592-47T	Terns Pharmaceuticals	2016		1197.15	25-Mar-2026	"Biotechnology*, Drug Discovery"	Healthcare	Pharmaceuticals and Biotechnology		5681.94	"biopharmaceutical firm, drug discovery, liver cirrhosis medicine, liver drugs, molecule therapeutics, preclinical validation, small molecule"	"Life Sciences, Oncology"	5786.91	6700.92	-109.72	-61.08	0		-96.21	05-May-2026	Merger/Acquisition	Merck & Co. (NYS: MRK)(Robert Davis)	Biotechnology	"Foster City, CA"	
223373-17T	TerraFlame	2011		0.17		"Home Furnishings*, Other Consumer Durables, Specialty Retail"	Consumer Products and Services (B2C)	Consumer Durables	Solo Brands	13.2	"fireplace fuel, fireplace product, home furnishings manufacturing, odorless fireplace, portable fireplace, smokeless fireplace"	"CleanTech, E-Commerce, Manufacturing, TMT"	13.2	13.2						01-May-2023	Merger/Acquisition	Solo Brands (OTCM: SBDS)	Home Furnishings	"Laguna Niguel, CA"	
182664-64T	Terran Orbital	2013		68	29-Oct-2021	Aerospace and Defense*	Business Products and Services (B2B)	Commercial Products	Tailwind Two Acquisition		"aerospace services, chemicals, coating, composites, composites and castings, engineers products, launch services, machined components, metallic castings and components, nanosatellites, satellite, small satellite, space aviation"	"Industrials, Manufacturing, Space Technology"	306.2	1373	-127.93	-10.73	40.91	33.56	-138.98	25-Mar-2022	Reverse Merger	Tailwind Two Acquisition	Aerospace and Defense	"Irvine, CA"	
269833-06T	Terran Orbital	2013		364.15	15-Aug-2024	Aerospace and Defense*	Business Products and Services (B2B)	Commercial Products		407.35	"aerospace services, chemicals, coating, composites, composites and castings, engineers products, launch services, machined components, metallic castings and components, nanosatellites, satellite, small satellite, space aviation"	"Industrials, Manufacturing, Space Technology"	314	437.94	-91.63	-4.78	133.11	3.29	-157.89	30-Oct-2024	Merger/Acquisition	Lockheed Martin (NYS: LMT)(Robert Lightfoot)	Aerospace and Defense	"Irvine, CA"	
234680-41T	TerraZero Technologies	2021		8.09	25-Aug-2023	"Business/Productivity Software*, Other Commercial Services, Software Development Applications"	Information Technology	Software		16.84	"avatar app, blockchain platform, community participation, customer relationship management, metaverse project development, virtual event, virtual reality"	"Cryptocurrency/Blockchain, Real Estate Technology, Virtual Reality"	11.28	16.84			3	5.61		28-Sep-2023	Merger/Acquisition	BIGG Digital Assets (TSX: BIGG)(Mark Binns)	Business/Productivity Software	"Vancouver, Canada"	
289222-30T	Terrestrial Energy (NAS: IMSR)	2013		170.12	26-Mar-2025	"Energy Infrastructure*, Energy Marketing, Other Energy Services"	Energy	Energy Services	HCM II Acquisition		"advances nuclear fission, clean energy technology, climate tech company, dispatchable energy sources, nuclear energy, nuclear fission, nuclear reactor technology, small modular reactor, waste energy"	"CleanTech, Climate Tech, LOHAS & Wellness"	925		-23.77		0		-28.02	28-Oct-2025	Reverse Merger	HCM II Acquisition(Steven Bischoff)	Energy Infrastructure	"Charlotte, NC"	
191630-89T	Teton Simulation	2016				"Business/Productivity Software*, Software Development Applications"	Information Technology	Software		6.6	"3d print, simulation software tools, software, software device, software simulation, software tech, software technology, structural analysis"	"3D Printing, SaaS"	6.6	6.6						04-Apr-2022	Merger/Acquisition	Markforged(Shai Terem)	Business/Productivity Software	"Laramie, WY"	
179948-89T	TetraGenetics	2004		8		"Biotechnology, Discovery Tools (Healthcare)*"	Healthcare	Pharmaceuticals and Biotechnology		48.02	"ag biotech, agriculture technology, animal biotech, animal biotechnology, antibody, autoimmune disease drugs, biologics, biopharmaceutical platform, biotech company, biotech lab, novel therapeutics, pharmaceutical"	Life Sciences	48.02	48.02						10-Sep-2021	Merger/Acquisition	AbCellera Biologics (NAS: ABCL)(Graham Craig)	Discovery Tools (Healthcare)	"Arlington, MA"	
243937-54T	Texts	2020				Communication Software*	Information Technology	Software		50	"communication data, email and authoring, knowledge management system, messaging app, messaging application, messaging application software, messaging platform, messaging platform developer, messaging tools, text message"	"Mobile, SaaS, TMT"	50	50						24-Oct-2023	Merger/Acquisition	Automattic(Matthew Mullenweg)	Communication Software	"New York, NY"	
224311-78T	The Ambassador Platform	2016				"Educational Software*, Media and Information Services (B2B)"	Information Technology	Software		10.49	"educational software platform, higher education marketing, information services product, media services group, student recruitment, widening participation"	"EdTech, Marketing Tech, SaaS"	10.74	10.74						23-May-2023	Merger/Acquisition	IDP Education (ASX: IEL)(Tennealle O'Shannessy)	Educational Software	"London, United Kingdom"	
183046-15T	The Athletic	2016	600	143.22	06-Jan-2022	Publishing*	Consumer Products and Services (B2C)	Media		550	"sports coverage, sports information portal, sports media company, sports media platform, sports news, sports news and events, subscription-based"	TMT	550	550			65	8.46	-35	01-Feb-2022	Merger/Acquisition	The New York Times (NYS: NYT)(Meredith Levien)	Publishing	"San Francisco, CA"	
185338-27T	The Behavioural Insights Team	2010		0.11		"Media and Information Services (B2B), Other Commercial Services*"	Business Products and Services (B2B)	Commercial Services		26.19	"behavioural science, data science analysis, public service, public service platform, social benefit program, social impact"	TMT	20.53	29.33	-7.79	-3.77	30.76	0.95	-6.24	13-Dec-2021	Merger/Acquisition	Nesta(Nathan Elstub)	Other Commercial Services	"London, United Kingdom"	
245304-19T	The Block	2018				"Information Services (B2C), Publishing*"	Consumer Products and Services (B2C)	Media		70	"blockchain news portal, crypto assets, cryptocurrency market information, cryptocurrency research, data product and services, information services, media and content, research based, research business"	"Cryptocurrency/Blockchain, TMT"	60	70						13-Nov-2023	Merger/Acquisition	Foresight Ventures (Singapore)(Forest Bai)	Publishing	"New York, NY"	
315228-43T	The Bradery	2018			15-Oct-2025	"Internet Retail*, Media and Information Services (B2B), Other Retail"	Consumer Products and Services (B2C)	Retail		41.97	"clothes retail platform, flash sale shopping, online retail, online retail site, online webshop, retail facility, retail platform"	E-Commerce	22.14	41.97						22-Dec-2025	Merger/Acquisition		Internet Retail	"Paris, France"	
306338-50T	The Browser Company	2019		125.48	03-Sep-2025	Internet Software*	Information Technology	Software		488.35	"browser tools, cloud software, internet acess, internet browser, web browser, web control"		488.35	488.35			22.6	21.61		20-Oct-2025	Merger/Acquisition	Atlassian (NAS: TEAM)	Internet Software	"New York, NY"	
266433-31T	The Coda Collection	2020		12		"Entertainment Software, Movies, Music and Entertainment*"	Consumer Products and Services (B2C)	Media		2.85	"concerts streaming, music service, music streaming, music streaming app, video channel, video services"		2.85	2.85						01-Jul-2024	Merger/Acquisition	Stingray Group (TSE: RAY)(Mathieu Peloquin)	"Movies, Music and Entertainment"	"Deerfield, IL"	
185828-86T	The Data Appeal Company	2013	30	4.69		Business/Productivity Software*	Information Technology	Software		17.88	"ai cores, behaviour analytics, business insights, data analysis platform, data analysis service, data analytics, data platform"	"Artificial Intelligence & Machine Learning, Big Data, TMT"	18.13	18.13	0.12	150.03	3.65	4.96	-0.65	13-Apr-2022	Merger/Acquisition	Almawave(Valeria Sandei)	Business/Productivity Software	"Florence, Italy"	
270809-65T	The Digital Box	2013		1.11	29-Aug-2024	"Business/Productivity Software*, Media and Information Services (B2B)"	Information Technology	Software		13.09	"ai cores, digital human interface, marketing activity, mobile marketing, multichannel platform, sentiment analysis platform, virtual marketing assistant, web listening"	Artificial Intelligence & Machine Learning	13.25	13.25	0.08	164.4	3.44	3.86	-0.89	04-Sep-2024	Merger/Acquisition	Vection Technologies (ASX: VR1)	Business/Productivity Software	"Gravina in Puglia, Italy"	
172475-38T	The Doers	2012			26-Apr-2021	"Consulting Services (B2B)*, Other Commercial Services"	Business Products and Services (B2B)	Commercial Services		1.11	"business consultancy, business model innovation, consulting platform, consulting services company, consulting services firm, management consultancy, management consultancy firm"		1.19	1.19	0.15	7.92	0.44	2.69	0.11	27-Apr-2021	Merger/Acquisition	Digital Magics(Alberto Fioravanti)	Consulting Services (B2B)	"Turin, Italy"	
176275-63T	The Filter	2004		18.25	01-Dec-2021	"Automation/Workflow Software, Business/Productivity Software*"	Information Technology	Software		4.73	"ai software, ai software platform, artificial intelligence software, customer engagement hub, merchandising decision, personalized content"	"Artificial Intelligence & Machine Learning, Big Data, SaaS, TMT"	4.86	4.86	-0.59	-8.21	0.86	5.64	-0.41	04-Apr-2022	Merger/Acquisition	24i Unit Media(Neale Foster)	Business/Productivity Software	"Bath, United Kingdom"	
300948-04T	The Free Press	2021	65	17.5		"Other Media, Publishing*"	Consumer Products and Services (B2C)	Media		150	"local news, media content, media house operator, media platform, politics news, press freedom, press news, traditional media"		150	150						07-Oct-2025	Merger/Acquisition	Paramount (United States) (NAS: PSKY)(David Ellison)	Publishing	"New York, NY"	
189381-34T	The Giving Block	2018				Financial Software*	Information Technology	Software		106.9	"blockchain education, blockchain fund, crypto donation, crypto learning, enterprise payment, financial services, fundraising strategies, payment platform, pos"	"Cryptocurrency/Blockchain, FinTech, TMT"	106.9	106.9						28-Feb-2022	Merger/Acquisition	Shift4 Payments (NYS: FOUR)(Jared Isaacman)	Financial Software	"Center Valley, PA"	
